Obs,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
1747,41,2,10,11,54.4,2.1,0.3,0.84,0
1748,45,1,25,14,57.2,1.87,0.24,0.82,0
1749,34,1,2,2,24.1,5.4,0.5,0.8,0
1750,36,1,17,14,73.3,12,4.49,4.3,0
1751,31,2,11,4,39.5,11.85,1.69,2.99,0
1752,31,4,8,9,57.1,19.16,2.99,7.95,1
1753,25,1,5,1,31.4,22.38,3.32,3.71,1
1754,39,3,5,0,75.1,4.76,1.22,2.35,0
1755,33,1,3,8,26.8,4.12,0.2,0.91,0
1756,34,1,0,7,24.5,2.9,0.2,0.52,0
1757,27,2,9,5,21.5,4.3,0.43,0.49,0
1758,45,2,22,24,142.7,11.41,3.37,12.91,0
1759,48,4,1,24,46.4,9.82,1.58,2.98,0
1760,24,2,1,0,18,5.3,0.46,0.49,0
1761,38,1,16,12,41.3,1.32,0.39,0.15,0
1762,41,1,20,19,62.3,2.85,0.08,1.69,0
1763,38,1,5,14,37.7,1.77,0.37,0.3,0
1764,29,1,9,1,23.9,10.84,0.35,2.24,0
1765,48,1,31,15,197.3,7.98,10.42,5.32,0
1766,32,1,10,1,29.3,1,0.15,0.14,0
1767,42,1,25,4,182.9,16.14,7.06,22.46,1
1768,46,1,23,6,53.6,4.35,1.15,1.18,0
1769,37,2,2,9,24,8.51,1.09,0.95,0
1770,28,1,7,3,23.6,11.42,0.03,2.67,1
1771,28,2,3,4,23.5,3.65,0.6,0.26,0
1772,50,3,28,16,159.6,9.67,5.62,9.82,0
1773,36,1,12,16,32.2,10.09,0.85,2.4,0
1774,41,2,15,20,82.1,5.19,1.09,3.17,0
1775,40,3,6,15,34.9,4.6,0.84,0.77,0
1776,38,3,14,4,87.7,8.48,1.81,5.62,0
1777,30,1,14,1,31.7,23.86,3.34,4.22,1
1778,40,1,6,10,23.1,22.92,1.71,3.58,0
1779,25,1,0,4,15.4,14.31,0.07,2.13,0
1780,48,3,21,8,64.6,6.03,1.29,2.61,1
1781,42,1,21,7,46,14.4,1.95,4.68,0
1782,28,1,3,9,27.1,3.92,0.11,0.96,1
1783,45,1,27,23,82.7,12.05,4.7,5.26,0
1784,42,2,2,18,28.2,6.8,1.09,0.83,0
1785,44,1,27,16,175.5,15.78,4.93,22.76,0
1786,52,1,11,2,59.4,0.22,0.01,0.12,0
1787,29,1,3,9,36,19.41,2.91,4.08,1
1788,27,1,5,2,25.4,22.73,1.09,4.68,1
1789,51,1,32,26,303.9,7.18,4.39,17.43,0
1790,40,2,2,11,30.1,8.88,1.74,0.93,1
1791,25,4,2,3,20.6,11.83,1.33,1.1,0
1792,25,1,6,4,22.2,7.04,0.23,1.33,0
1793,20,2,0,0,13.9,24.43,0.8,2.59,1
1794,25,1,8,5,19.9,5.75,0.54,0.61,0
1795,28,4,3,1,27.8,12.63,1.33,2.18,0
1796,45,2,18,19,72.3,12.42,0.35,8.63,0
1797,35,2,12,5,42.1,9.24,1.17,2.72,0
1798,32,4,4,4,42.3,3.74,0.69,0.89,0
1799,46,4,3,19,65.3,14.52,0.79,8.69,0
1800,37,2,15,3,115.4,8.11,3.28,6.08,0
1801,26,1,0,7,16.2,11.8,0.48,1.43,1
1802,37,2,8,4,31,10.71,1.43,1.89,0
1803,27,1,7,2,24.5,7.32,0.72,1.08,1
1804,36,3,0,5,33,8.08,0.61,2.06,0
1805,29,3,5,2,88.4,4.87,1.67,2.64,0
1806,40,2,6,5,32.1,7.56,0.27,2.15,0
1807,29,1,7,10,25.2,4.63,0.14,1.03,0
1808,40,2,7,0,32.3,12.38,2.08,1.92,1
1809,30,2,9,6,41.3,8.27,0.25,3.17,0
1810,27,2,0,4,22,18.26,2,2.02,1
1811,46,3,4,17,58.9,9.33,1.84,3.66,1
1812,23,1,4,2,16.5,17.82,0.96,1.98,0
1813,32,2,9,12,20.9,6.91,0.34,1.11,0
1814,33,1,11,2,55.8,16.87,4.34,5.07,1
1815,33,2,0,1,32.4,11.6,1.14,2.62,1
1816,33,2,7,2,45.5,1.27,0.12,0.46,0
1817,40,1,6,13,32.6,5.49,0.2,1.59,0
1818,27,3,5,8,18.4,2.35,0.18,0.25,1
1819,22,1,2,1,15.5,5.85,0.34,0.57,1
1820,42,1,2,12,19.2,10.85,1.21,0.87,0
1821,32,2,4,5,58.8,6.75,0.89,3.08,0
1822,50,2,30,9,234.1,6.65,9.08,6.49,0
1823,50,4,21,4,72,11.18,4.98,3.07,0
1824,37,1,7,16,46.1,14.9,2.8,4.07,0
1825,37,1,8,10,46.7,0.99,0.36,0.1,0
1826,28,1,6,6,26.6,4.28,0.32,0.82,0
1827,49,1,13,3,52.4,13.76,1.43,5.78,0
1828,43,1,22,20,75.3,6.01,0.88,3.65,0
1829,41,3,0,3,28.1,2.4,0.25,0.42,0
1830,30,1,10,11,36.1,5.77,0.57,1.51,0
1831,36,2,5,16,39.5,2.78,0.8,0.3,0
1832,34,4,7,9,39.3,6.41,1.94,0.58,0
1833,36,1,20,7,67.3,9.95,3.63,3.07,0
1834,30,1,4,6,19,10.45,0.7,1.28,0
1835,28,1,8,9,24.3,7.02,0.87,0.83,0
1836,27,2,5,2,26.3,8.73,0.48,1.81,1
1837,31,2,7,2,46,13.85,1.82,4.55,1
1838,39,1,10,0,42,11.32,1.09,3.66,0
1839,38,2,7,8,34.4,16.7,2.16,3.58,1
1840,49,2,16,12,56.9,2.73,0.28,1.27,0
1841,37,3,9,0,47.5,19.39,3.35,5.86,1
1842,47,1,6,10,24.5,19.6,2.02,2.79,1
1843,42,3,9,4,55.6,10.76,2.93,3.05,0
1844,45,1,28,6,136,17.35,11.68,11.92,0
1845,25,1,1,1,20.4,3.61,0.19,0.55,1
1846,48,3,14,27,128.2,6.39,4.52,3.67,0
1847,34,1,16,10,37.3,4.84,1,0.8,0
1848,46,2,26,1,76.3,3.65,0.38,2.4,0
1849,42,1,1,2,38.3,25.1,4.8,4.82,1
1850,25,1,2,6,29.1,9.61,0.57,2.23,0
1851,51,1,34,4,173.1,7.2,8.5,3.96,0
1852,27,1,0,3,27.2,7.29,0.61,1.37,1
1853,43,2,15,0,94.2,9.32,1.87,6.91,1
1854,26,4,3,3,48.7,4.59,0.18,2.05,0
1855,26,1,1,2,19.7,3.31,0.21,0.45,0
1856,31,2,0,7,22.2,2.24,0.08,0.42,0
1857,32,1,5,11,24.2,13.31,0.94,2.28,0
1858,33,1,12,2,35.8,3.77,0.18,1.17,0
1859,23,4,0,2,17.7,2.81,0.09,0.41,0
1860,38,2,14,7,34.4,4.64,0.17,1.43,0
1861,29,1,0,5,15.9,4.88,0.37,0.4,0
1862,22,2,1,2,17.5,7.56,0.48,0.84,1
1863,27,2,1,3,29.6,20.02,4.09,1.84,1
1864,48,4,14,18,23.2,10.21,0.81,1.56,0
1865,37,1,15,17,34.1,9.5,0.3,2.94,0
1866,40,1,7,5,37.7,12.67,1.81,2.97,0
1867,30,2,11,1,37.4,8.37,0.85,2.28,0
1868,39,3,2,7,25.1,11.53,0.61,2.29,0
1869,32,1,8,5,27.5,17.98,0.47,4.47,0
1870,50,4,26,6,226.5,4.83,1.74,9.2,0
1871,37,1,19,2,99.9,7.58,0.42,7.15,0
1872,20,2,0,1,14.7,5.05,0.31,0.43,1
1873,32,2,11,10,46.2,11.94,1.77,3.75,0
1874,36,1,3,15,14.8,5.49,0.18,0.63,0
1875,24,4,0,1,16.7,5.92,0.38,0.61,1
1876,31,4,4,5,45,9.25,2.56,1.6,0
1877,27,1,11,6,42.3,6.27,0.77,1.88,0
1878,30,2,8,5,73.8,13.55,3.07,6.93,1
1879,43,1,4,18,27.4,17.04,2.54,2.13,0
1880,39,3,17,2,183.9,6.29,2.46,9.1,0
1881,29,3,3,8,60,14.21,4.08,4.45,1
1882,31,2,7,8,37.5,8.8,1.9,1.4,0
1883,33,2,11,0,30,5.5,0.52,1.13,0
1884,43,2,11,10,44.2,9.21,0.98,3.09,1
1885,41,2,14,19,35.5,1.05,0.09,0.28,0
1886,36,1,2,6,24.4,1.63,0.12,0.28,0
1887,28,1,11,1,34.5,6.19,0.09,2.05,0
1888,28,1,4,0,20.6,3.05,0.09,0.54,0
1889,42,2,11,10,41.7,1.85,0.28,0.5,0
1890,23,1,5,3,17.9,3.26,0.15,0.43,0
1891,30,1,9,8,25.1,6.96,0.39,1.36,0
1892,30,3,0,5,15.8,8.31,0.24,1.07,1
1893,28,3,2,7,32.2,11.93,1.71,2.13,0
1894,39,2,19,19,87,4.3,1.4,2.34,0
1895,28,2,3,6,35.7,8.47,1.37,1.65,0
1896,32,2,6,8,49.5,3.57,1.08,0.69,0
1897,36,1,5,6,36.1,10.63,0.62,3.22,0
1898,26,2,2,3,19.8,6.25,0.23,1.01,0
1899,33,1,14,9,23.3,3.43,0.43,0.37,0
1900,42,1,13,11,91.8,5.33,1.33,3.56,0
1901,45,4,13,26,145.2,2.22,1.01,2.21,0
1902,27,1,5,7,19.1,5.31,0.87,0.15,0
1903,24,2,3,0,24,4.32,0.69,0.34,0
1904,42,1,0,21,34.7,20.16,2.78,4.22,0
1905,24,1,7,1,42.6,24.02,0.73,9.51,0
1906,48,1,25,14,66.4,8.72,2.17,3.62,0
1907,35,1,1,14,30.5,12.23,2.76,0.97,1
1908,41,1,17,7,69.4,6.93,1.66,3.15,0
1909,30,1,9,2,20.6,6.06,0.6,0.65,0
1910,33,3,8,14,33.6,13.87,1.57,3.09,0
1911,44,4,21,15,211.2,8.15,6.82,10.4,0
1912,45,1,16,11,62.5,4.63,1.46,1.44,0
1913,49,3,21,0,120.9,11.81,3.93,10.35,0
1914,31,1,5,5,28.7,10.19,1.76,1.17,0
1915,53,1,37,2,163.9,21.18,7.85,26.87,0
1916,33,3,10,5,200.8,9.2,8.37,10.11,1
1917,23,3,0,3,28.6,4.75,0.24,1.12,0
1918,31,2,9,7,42.5,6.08,1.23,1.35,0
1919,32,1,11,5,32.8,12.08,1.81,2.16,0
1920,34,3,11,15,70.7,12.55,3.98,4.9,1
1921,35,1,18,9,102.2,11.09,1.85,9.49,0
1922,31,1,0,2,19.8,10.47,0.68,1.39,1
1923,53,1,36,8,228.6,13.75,9.65,21.78,0
1924,37,3,4,3,62.7,8.82,3.02,2.51,0
1925,45,1,20,9,118.6,16.94,2.73,17.36,0
1926,37,2,6,3,33.5,3.9,0.03,1.28,0
1927,40,1,22,7,57.6,5.69,1.6,1.67,0
1928,28,2,3,6,22.2,9.45,0.11,1.98,0
1929,32,1,3,12,16.8,9.04,0.52,1,0
1930,44,2,14,11,120.3,19.49,10.6,12.85,1
1931,42,1,2,1,22.3,1.69,0.02,0.36,0
1932,44,1,15,0,94,5.34,1.46,3.56,0
1933,30,3,6,1,30,0.82,0.06,0.18,0
1934,26,2,2,2,20,6.09,0.14,1.08,1
1935,35,2,10,15,22.1,17.48,1.74,2.12,0
1936,30,1,4,3,23.3,14.26,1.69,1.63,0
1937,46,1,22,8,71,4.24,1.66,1.35,0
1938,38,1,3,6,32.7,19.44,2.31,4.04,1
1939,42,1,14,4,45,12.97,1.61,4.23,1
1940,34,1,1,3,31.8,8.96,2.29,0.56,1
1941,29,1,0,2,18.7,10.95,0.96,1.08,1
1942,38,3,2,19,22.5,3.21,0.17,0.55,0
1943,21,2,1,2,13.8,3.09,0.08,0.35,1
1944,33,1,14,0,51.3,19.81,5.93,4.23,0
1945,48,1,17,25,60.7,7.92,0.74,4.07,0
1946,21,3,0,2,16.5,18.07,0.77,2.22,0
1947,43,2,23,2,90.5,5.97,4.09,1.31,0
1948,32,4,7,8,28.9,7.56,1.33,0.85,0
1949,52,1,22,1,102.8,1.86,0.07,1.84,0
1950,38,2,2,17,34.6,6.49,0.26,1.98,0
1951,27,1,4,6,15.8,16.32,1.07,1.51,1
1952,24,2,4,4,21.2,7.66,0.04,1.58,0
1953,42,2,23,16,60.1,11.59,1.28,5.68,0
1954,45,2,4,18,55,27.92,3.84,11.52,1
1955,30,4,1,8,31.9,16.09,1.91,3.22,1
1956,48,2,11,10,34.7,19.37,1.24,5.48,1
1957,21,1,1,1,15,13.71,0.31,1.75,0
1958,38,1,7,7,32.6,4.74,0.37,1.17,0
1959,43,1,4,18,29.5,5.67,0.66,1.01,0
1960,32,2,7,1,17.9,9.84,0.85,0.91,0
1961,53,2,8,13,34.3,26.67,2.23,6.92,0
1962,41,1,8,0,39.4,1.17,0.04,0.43,0
1963,31,1,3,7,16.9,13.64,0.45,1.85,0
1964,40,3,3,0,47.6,22.88,0.29,10.6,1
1965,38,2,8,4,28.8,2.84,0.28,0.53,0
1966,24,2,4,5,25.5,1.43,0.05,0.32,0
1967,40,2,2,3,44.8,4.45,0.48,1.51,1
1968,43,1,14,8,72.7,2.84,1.02,1.05,0
1969,38,4,7,5,44.2,18.71,2.46,5.81,1
1970,24,1,8,1,28.1,14.33,0.63,3.39,0
1971,26,1,9,4,59.2,7.54,1.5,2.97,0
1972,33,3,5,0,35.3,16.91,1.65,4.32,1
1973,46,3,16,16,53.7,8.33,0.89,3.59,0
1974,49,2,15,15,56.3,4.05,0.55,1.73,0
1975,24,1,3,3,20.2,4.78,0.21,0.76,1
1976,41,1,3,16,30.9,5.93,0.96,0.87,0
1977,33,3,3,13,70.8,4.6,1.42,1.84,0
1978,43,1,23,3,98.4,7.14,2.68,4.35,0
1979,33,1,13,3,91,9.45,2.19,6.41,0
1980,29,5,3,0,72.6,11.93,4.02,4.64,0
1981,23,1,3,2,17.3,8.78,0.16,1.36,0
1982,51,4,21,5,230.8,12.41,18.04,10.6,0
1983,31,1,2,0,18.4,7.78,0.86,0.57,1
1984,32,4,9,7,54.7,16.46,6.23,2.77,1
1985,30,2,1,11,18.2,12.35,1.5,0.75,1
1986,29,1,5,3,26.8,8.85,0.56,1.81,0
1987,34,3,10,6,101.6,34.18,8.33,26.39,1
1988,26,1,7,2,30.7,2.22,0.09,0.59,0
1989,36,2,14,16,57.9,2.67,0.73,0.82,0
1990,39,1,3,14,25.1,3.61,0.24,0.66,0
1991,33,2,5,5,22.1,4.76,0.28,0.77,0
1992,26,2,7,4,31.1,9.9,0.78,2.3,0
1993,31,2,12,3,31.7,19.16,0.27,5.81,1
1994,36,2,10,8,27.6,6.59,0.95,0.87,0
1995,30,2,10,11,24.3,4.97,0.75,0.46,0
1996,46,1,1,23,27.7,6.91,0.49,1.43,0
1997,45,1,7,21,30.4,18.65,1.34,4.33,0
1998,41,2,5,6,74.1,2.08,0.64,0.9,0
1999,47,1,29,15,184.7,0.15,0.06,0.22,0
2000,39,2,19,12,54.2,26.35,3.61,10.67,0
2001,34,2,2,14,15.8,17.13,1.86,0.84,0
2002,40,3,12,1,81.9,9.24,1.91,5.65,0
2003,34,2,9,8,37.9,1.91,0.18,0.54,0
2004,42,1,5,9,22.9,2.67,0.27,0.34,0
2005,21,1,4,1,15.3,4.87,0.3,0.44,0
2006,34,4,2,14,44.7,0.82,0.19,0.17,0
2007,27,1,11,3,32,10.73,0.8,2.63,0
2008,25,3,0,4,19,15.75,0.6,2.39,0
2009,30,1,8,0,28.4,4.09,0.36,0.8,0
2010,31,4,7,7,26.5,33.05,1.52,7.24,1
2011,35,2,0,14,30.9,14.6,0.34,4.17,0
2012,41,2,0,18,22.1,3.79,0.17,0.67,0
2013,27,1,8,7,32.4,5.6,0.41,1.4,0
2014,33,1,3,10,19.9,24.25,0.38,4.44,0
2015,36,2,16,17,80.5,16.38,1.41,11.78,0
2016,46,1,3,5,34.1,3.16,0.72,0.36,0
2017,41,2,18,6,146.2,12.32,1.78,16.23,0
2018,32,1,6,10,22.5,10.8,1.65,0.78,0
2019,32,2,3,11,21.9,4.14,0.22,0.69,0
2020,52,1,2,2,21.2,23.94,1.39,3.69,1
2021,42,1,14,15,37.3,1.75,0.07,0.59,0
2022,50,1,3,10,43.8,2.38,0.21,0.83,0
2023,38,1,1,7,27.3,8.48,0.56,1.76,1
2024,35,3,2,7,34,9.55,0.32,2.93,0
2025,31,1,0,10,45.4,12.33,0.93,4.67,0
2026,40,1,14,12,33.6,10.56,1,2.54,0
2027,34,1,6,9,22.6,4.54,0.28,0.74,0
2028,36,1,5,11,20.4,12.73,1.23,1.37,0
2029,35,2,15,15,69.7,13.49,2.75,6.66,0
2030,29,4,1,8,77.7,13.01,6.13,3.98,1
2031,28,2,7,8,26.8,9.04,1.33,1.09,0
2032,43,1,1,3,39.6,3.6,0.63,0.8,0
2033,28,4,3,0,71.7,6.15,1.13,3.28,1
2034,31,1,2,11,17.6,11.11,0.86,1.09,1
2035,28,4,3,9,73.5,4.44,1.16,2.11,1
2036,45,3,0,12,20.9,10.6,0.77,1.45,1
2037,44,1,27,24,95,8.5,3.35,4.72,0
2038,24,2,1,0,17.4,13.04,0.28,1.99,0
2039,24,1,1,3,25,11.48,0.45,2.42,0
2040,31,1,12,9,33.7,6.76,0.42,1.85,0
2041,52,1,19,21,69.7,6.26,1.86,2.5,0
2042,44,1,13,6,49.7,14.32,3.17,3.94,0
2043,32,1,11,5,34.5,5.28,1.03,0.79,0
2044,34,1,14,3,56.4,15.13,2.86,5.67,0
2045,45,1,17,18,58,12.94,4.6,2.9,0
2046,32,2,10,1,132.5,3.72,3.48,1.45,0
2047,37,2,11,15,84.3,2.55,0.24,1.91,0
2048,36,1,17,4,35,29.27,4.45,5.8,1
2049,24,2,1,5,30.6,6.63,1.14,0.89,0
2050,33,1,14,6,42,16.05,1.09,5.66,0
2051,32,1,1,6,23,5.04,0.09,1.07,0
2052,34,1,17,6,65.1,4.01,0.63,1.98,0
2053,34,1,16,6,82.9,1.95,0.56,1.06,0
2054,47,1,4,25,32.3,8.17,0.39,2.25,0
2055,26,1,3,7,24,18.56,2.38,2.08,1
2056,28,3,3,2,40.6,4.6,0.66,1.21,0
2057,44,1,1,7,29.5,9.35,1.37,1.39,0
2058,35,3,6,1,19.3,6.2,0.5,0.7,0
2059,43,1,21,5,75.2,10.84,1.29,6.86,0
2060,47,4,6,10,34,23.2,0.95,6.93,0
2061,43,2,18,13,115.3,2.05,0.69,1.67,0
2062,41,2,21,9,114.3,8.05,2.86,6.34,0
2063,41,2,2,21,23.2,2.64,0.16,0.45,0
2064,26,1,6,0,17.6,4.01,0.09,0.61,1
2065,31,1,14,7,38.7,4.92,1.31,0.59,0
2066,25,4,0,1,33.9,8.34,1.9,0.93,0
2067,20,2,1,1,19,13.07,1.12,1.36,1
2068,34,2,4,5,30.4,4.84,0.26,1.21,0
2069,40,2,6,3,37.2,3.22,0.29,0.91,1
2070,35,2,0,16,18.9,8.98,0.39,1.31,0
2071,50,3,17,5,135.7,11.25,2.49,12.78,0
2072,25,1,2,6,18.1,27.02,1.28,3.61,1
2073,22,1,2,0,19.2,5.09,0.39,0.59,1
2074,39,1,15,19,41.8,3.34,0.58,0.82,0
2075,33,1,13,7,61.7,11.85,2,5.31,1
2076,33,1,1,14,20.7,10.25,0.18,1.94,1
2077,21,1,1,0,22.9,11.27,0.45,2.13,1
2078,40,4,15,20,149.8,27.82,29.26,12.42,1
2079,30,2,5,9,66.6,11.02,1.31,6.03,1
2080,33,1,11,5,35.9,10.54,2.46,1.32,0
2081,27,1,6,2,23.3,8.9,0.61,1.47,0
2082,33,1,9,14,22.5,8.52,0.82,1.1,0
2083,32,2,12,3,73.2,32.14,9.83,13.69,1
2084,34,2,5,14,33.6,6.83,1.2,1.09,0
2085,31,5,2,4,48.8,4.83,0.82,1.54,1
2086,32,1,6,5,19,5.31,0.26,0.75,0
2087,30,2,8,10,19.2,4.06,0.28,0.5,0
2088,30,1,13,1,47.5,4.73,0.44,1.8,0
2089,48,1,9,0,50.3,3.46,0.58,1.16,0
2090,51,3,21,31,130.7,5.76,0.96,6.56,0
2091,46,1,16,22,65,6.45,0.4,3.79,0
2092,25,3,1,2,47.6,9.3,0.69,3.74,1
2093,40,2,1,7,32.4,3.85,0.62,0.63,0
2094,45,3,10,0,120.3,3.99,0.9,3.9,0
2095,30,2,9,10,55.4,2.37,0.75,0.56,0
2096,46,2,11,15,84.1,3.33,1.07,1.73,0
2097,46,1,23,19,96.2,13.64,5.33,7.79,0
2098,51,3,9,9,146.7,6.07,5.47,3.44,0
2099,43,3,7,13,30,17.53,2.06,3.2,0
2100,26,1,5,2,18.5,8.97,0.35,1.31,1
2101,36,1,4,1,25.2,22.79,1.98,3.77,1
2102,44,1,25,2,165,5.87,2.77,6.92,0
2103,39,4,6,13,78,14.36,7.44,3.76,1
2104,21,2,2,2,19.3,9.13,0.85,0.91,0
2105,41,1,6,1,32.8,6.37,0.43,1.66,1
2106,38,1,22,13,54.8,10.47,2.33,3.41,0
2107,31,1,2,9,26.1,9.32,0.86,1.57,0
2108,27,1,9,3,30,13.7,2.22,1.89,0
2109,28,1,7,8,42.7,11.49,1.68,3.22,0
2110,43,1,11,21,21.8,13.2,0.77,2.1,0
2111,24,4,1,5,25.4,11.85,2.17,0.84,0
2112,23,1,5,0,40.3,10.04,0.3,3.75,1
2113,27,2,2,7,19.3,9.02,0.94,0.8,0
2114,24,2,1,0,27.9,10.85,0.81,2.22,1
2115,26,1,7,6,29.1,5,0.99,0.46,1
2116,49,1,2,11,26.3,4.65,0.32,0.91,0
2117,26,1,2,0,17.3,5.07,0.34,0.54,0
2118,35,2,8,15,56.3,0.98,0.02,0.53,0
2119,29,2,7,6,49.4,14.02,0.6,6.33,0
2120,25,2,1,6,22.1,7.14,0.24,1.34,0
2121,36,1,9,12,33,7.79,1.7,0.87,1
2122,35,2,6,11,32.4,13.74,2.37,2.08,1
2123,34,1,17,0,29.6,4.56,0.79,0.56,0
2124,38,1,0,12,26,26.23,2.61,4.21,0
2125,31,2,9,0,40.6,6.69,0.32,2.39,0
2126,30,1,2,5,26.1,19.94,3.66,1.54,1
2127,37,2,18,13,44.8,7.82,1.17,2.33,0
2128,40,1,2,2,23.6,7.61,0.37,1.43,0
2129,37,1,14,6,27.9,13.16,0.8,2.87,1
2130,30,1,14,8,36.2,26.22,3.5,5.99,1
2131,37,1,11,12,48.1,5.27,1.06,1.48,0
2132,25,2,5,2,21.1,5.09,0.08,0.99,0
2133,41,1,21,15,57.2,6.24,0.42,3.15,0
2134,43,2,8,18,53.8,13.97,3.1,4.42,0
2135,51,2,5,29,27.7,12.83,2.41,1.14,0
2136,38,1,21,9,75.4,1.43,0.37,0.71,0
2137,29,1,13,4,31.5,0.46,0.07,0.08,0
2138,28,2,6,0,33.1,5.43,0.49,1.31,0
2139,28,2,7,5,20.5,5.28,0.11,0.98,0
2140,33,2,5,11,31.3,24.33,7.04,0.57,1
2141,39,1,2,17,31.3,9.13,0.97,1.89,0
2142,30,3,2,10,59.8,17.67,1.68,8.89,1
2143,35,1,8,8,31.7,9.34,1.24,1.72,0
2144,42,1,22,6,57,7.66,1.17,3.19,0
2145,26,1,2,7,19.4,25.7,2.76,2.22,1
2146,46,2,20,18,171.9,6.27,2.92,7.86,0
2147,31,1,6,11,21.4,11.59,1.26,1.22,0
2148,30,2,7,5,23,11.41,0.17,2.46,1
2149,32,2,8,1,44,8.96,1,2.94,0
2150,35,1,1,3,24.1,10.97,0.88,1.77,0
2151,42,2,14,14,54,5.36,1.28,1.62,0
2152,31,3,7,10,31.9,6.62,0.3,1.81,0
2153,43,1,12,19,35.1,5.76,0.85,1.17,0
2154,37,1,1,0,21.4,4.36,0.35,0.59,0
2155,30,1,13,1,38.6,4.57,0.75,1.02,0
2156,36,3,10,1,70.3,16.01,3.25,8,0
2157,37,3,4,6,69.8,18.45,6.81,6.07,1
2158,38,2,7,8,31.6,5.77,0.88,0.94,0
2159,47,1,6,26,43.7,18.19,4.23,3.72,0
2160,22,2,1,2,15.2,8.29,0.9,0.36,0
2161,37,1,9,5,30.1,5.67,0.71,0.99,0
2162,31,1,0,7,18.1,14.17,0.93,1.63,0
2163,36,2,14,15,73.3,11.49,1.46,6.97,0
2164,44,1,2,7,19.3,14.65,0.4,2.42,0
2165,30,1,5,1,28.6,8.35,0.51,1.88,0
2166,31,1,6,5,28.7,8.99,1.24,1.34,0
2167,37,1,16,11,39.5,3.88,0.4,1.13,0
2168,40,1,17,4,42.1,21.21,1.03,7.9,1
2169,29,1,5,5,34.7,9.05,1.09,2.05,1
2170,47,2,14,2,61.1,26.09,2.81,13.14,0
2171,27,2,6,6,16.6,10.75,0.95,0.84,0
2172,39,2,9,20,40.8,18.23,1.25,6.19,0
2173,28,2,1,8,21,10.43,0.42,1.77,0
2174,26,2,7,7,27.1,4.75,0.33,0.96,0
2175,39,4,4,16,36.6,1.38,0.17,0.34,0
2176,29,1,6,5,25.9,7.04,1.46,0.36,0
2177,36,1,13,10,31.2,7.47,0.64,1.69,0
2178,29,2,7,0,35.7,12.11,0.97,3.35,0
2179,51,1,8,26,39.6,2.31,0.38,0.53,0
2180,24,4,0,3,65.5,8.98,0.74,5.14,0
2181,47,1,16,19,43.5,6.85,0.42,2.56,0
2182,25,2,1,2,16.9,13.82,1.78,0.56,1
2183,30,1,4,8,20.3,6.6,0.67,0.67,0
2184,47,3,23,24,90.3,7.89,4.48,2.64,0
2185,33,1,16,1,37.3,6.29,0.38,1.96,0
2186,34,3,4,12,26.1,13.66,0.5,3.07,0
2187,36,1,16,17,112.4,19.4,8.85,12.95,1
2188,28,1,11,5,25,16.44,0.48,3.63,0
2189,29,2,1,10,27.3,30.23,1.38,6.87,1
2190,39,1,2,9,26.5,8.3,0.08,2.12,0
2191,43,1,17,5,51.4,18.69,1.69,7.92,0
2192,28,2,4,1,28.6,9.15,1.29,1.33,0
2193,43,1,25,19,70.4,20.51,6.79,7.65,0
2194,37,2,3,12,22.2,3.94,0.26,0.62,0
2195,30,1,10,2,25.6,10.18,0.17,2.44,0
2196,37,1,18,9,63.8,18.29,0.86,10.81,0
2197,29,1,4,6,29.3,22.88,2.2,4.5,1
2198,33,1,11,2,40.9,5.21,0.57,1.56,0
2199,34,1,7,12,23.6,13.36,0.89,2.26,0
2200,35,1,17,9,69.7,7.66,0.03,5.31,0
2201,30,1,14,4,47.2,3.41,0.15,1.46,0
2202,38,1,1,14,30.9,3.42,0.26,0.8,1
2203,28,2,8,4,62,11.41,1.64,5.43,0
2204,45,1,0,13,20.7,8.09,0.81,0.86,0
2205,25,1,0,5,14,7.14,0.8,0.2,0
2206,43,1,17,13,37,4.35,0.71,0.9,0
2207,41,1,4,7,18.6,5.71,0.24,0.82,1
2208,38,1,21,11,64.2,4.7,1,2.02,0
2209,31,1,15,2,72.4,12.81,3.48,5.8,1
2210,39,3,5,6,31.7,8.2,2.1,0.5,1
2211,38,1,18,13,51.7,9.85,0.64,4.45,0
2212,38,2,7,7,53.3,33.56,7.15,10.73,1
2213,43,3,11,11,46.8,11.07,4.13,1.05,0
2214,46,1,9,23,29.3,19.48,1.4,4.31,0
2215,43,1,11,8,35,5.51,0.5,1.43,0
2216,30,3,0,6,24.5,13.77,1.94,1.44,1
2217,42,1,8,22,42.6,7.57,0.4,2.82,0
2218,21,1,1,0,19.6,6.07,0.33,0.86,0
2219,33,1,15,1,38.7,9.86,0.96,2.86,0
2220,41,1,10,16,42.2,9.49,1.49,2.52,0
2221,43,1,19,6,46.8,11.39,3.26,2.07,0
2222,31,3,4,7,34.7,22.49,3.02,4.78,1
2223,33,1,4,12,47.8,5.36,1.31,1.26,0
2224,54,1,5,2,45.6,9.65,2.48,1.92,0
2225,24,1,1,4,17.6,6.5,0.17,0.98,0
2226,47,1,29,7,143.8,11.09,1.99,13.95,0
2227,26,2,1,5,29.3,10.74,1.82,1.32,0
2228,26,4,3,3,22.3,15.79,1.69,1.83,1
2229,23,1,2,4,21.6,8.37,0.69,1.11,1
2230,31,1,2,3,25.4,0.53,0.02,0.11,1
2231,46,2,24,2,61.9,7.93,1.03,3.88,0
2232,30,1,4,3,28.5,13.13,0.27,3.48,1
